Tweet-text,Uniqueness
the stars would be so proud to know that their atoms created someonelike you who manages to complement you in every way,True
"✨ Stolen Kiss

bananabiemilk would kiss you around the corner... 😏
And you, who would do it?

➡️ https://t.co/O7JSCjON46 https://t.co/5aSOhhUBj9",True
"“When someone shows you who they are, believe them the first time.” Right @GovStitt?

https://t.co/RluambbuHN",True
"✨ Stolen Kiss

sebhersey would kiss you around the corner... 😏
And you, who would do it?

➡️ https://t.co/a2ZVqSGIOs https://t.co/fYOsJtqBUS",True
"@JustinCarterW @Amalutmani @JustinTrudeau @francoislegault @jjhorgan @fordnation @FureyAndrew And yes, I’m frustrated with people like you, who just want to blame Justin for taking care of Canadians while giving conservative premiers like kenney and Ford a free pass",True
@NPR Same thing with so many cases. It’s you who don’t cover it so maybe start covering your or learning from the independent reporters that do.,False
Ohh ahhh look at you who claimed to be not sexually interested in no genders. Ohh ahh look at you now. How does it feels? Sweet like honey. Smooth like butter. Get it let it roll~,True
"A little advice for those of you who subscribe to apps and movies and so forth. After you cancel a subscription, they still have your credit card info. Even if they give you a refund for wrongfully charging your account. They still have your card info. Be careful.",True
@amyphanwest Good luck. We need more people like you who understand what it's like where we are headed.,True
"when someone tells you who they are, believe it and Joe Biden has been telling us who he is for over 40 years now

If you thought ""nothing will fundamentally change""  would be positive,  then you seriously have no business purporting to gaf about anything but the bottom line",True
"@IamKiraJ ""Even tho I have birth to you, it's actually you who gave life to me"" 
Words so meaningful and heart-felt😢
All I see is Greatness 👏🏼👏🏼🥰",True
"I applaud all of you who add extra hair for length or whatever reason you choose. I’m tired of this ponytail in my hair for my uncle wedding, I’m ready for her to go. Got my friend coming over later to take it out. Gotta go https://t.co/rRLQ26tR7H",True
@dreamingkass Nobody cares it’s not you who’s making the games.,False
@ElijahKyama We all remind you who’s on the wheel😂#Ole,False
"@brig_aloe_rice I do hope you come to your senses. The nazi comparison was there to show you who you share your beliefs with. Nazis are bad, and so is believing things they believed about people they deem subhuman.",True
@bUrNtOuT32 @Conserv11190902 @CodyIsAGoodBoy @DonaldJTrumpJr If it’s so effective and so great then me not having it shouldn’t effect you. Also you’re missing the point here bud. If I had the virus I do not need the vaccine because you who’s vaccinated and me who’s had the virus both have the same antibodies. Dummy.,False
"[Giveaway]

🏖 ""catlandia"" is open 🏖
Come get some DIYs or items you don’t have! Please be mindful of others behind you who want some too.

Shops are open, f...

Join here 👉 https://t.co/tupbzL97d3

#ACNH #ACNHgiveaway #ACNHtrade",True
i’m a sophomore in college who has alot of labs to conduct and report and a coding class that takes up me whole weekend but yet and still i take the time out my day to stream and maintain a’s and high b’s unlike you who is projecting https://t.co/pZT51QmBsa,True
@valensrutagengw @OtimMichael @aimarulinda @brendamutesi3 @LucyHockingsBBC @ckanimba @BBCWorld @freethehero @ahbobin @shinani1 @DavidHimbara @JudiRever @AnaiseKanimba @kittykurth @JaynieMarie See how many people calling his freedom and How many are you who want to deny his rights then come back with your research.,True
@kimmybtw you think you who,False
"@BusyElonMusk @HogeFinance @HogeMarketing is that you who put hundreds of hours of work for free to improve hoge project token?
doesn't seems like
who are you and what have you done for this community project?
where is your value in this project?
what is your purpose?
bitching isn't a purpose in a community project.",True
"@JeffTheGK @thegkonline Galatians 6:1a
Brethren, even if anyone is caught in any trespass, you who are spiritual, restore such a one in a spirit of gentleness;",True
"@ZorroTheAvenger @AliBeckZeck Says you who got 2 ""experimental jabs"" and has no clue what's in the jab. You got those longitudinal studies for the safe and effective jab. Nope cuz there isn't any. You know what was in that jab? Nope you have no clue. But you have ""been assimilated""",True
"For the dozen or so of you who read my blog, I've moved it to a new address to make way for a new website for my book and other writing and work. https://t.co/98vnhBXEDP",True
"I've said it before and I'll say it again. Susan 👏 fucking 👏 Collins. Or . . . when someone shows you who they are the first, second, and third time, believe them. #SusanCollinsIsAHypocrite https://t.co/k0A8CKpCuD",True
"For you who are sad to read the Bible's description of #animal #sacrifices.
#Jesus brought complete #peace to the present day on the cross. So you never have to kill #animals with human hands forever.
Today the animals are our friends!
#Bible #Vegan #vegetarian #Love #Sacrifice",True
"✨ Stolen Kiss

lixpetistt would kiss you around the corner... 😏
And you, who would do it?

➡️ https://t.co/pnVmhOk0dc https://t.co/e1WjOB0Uvn",True
"I know I am in no position to say anything right now, but still, let me say this— What do you even know about Doppo?! He tries his best with his life! And yet, you, who knows nothing is running his mouth… I don’t want to hear it!",True
"✨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year shivxnr 😘💕
And you, who will you kiss at midnight?

➡️ https://t.co/AlkA5RGi9P https://t.co/6Kkz1kj5Hq",True
"you who swallowed a falling star, o heartless man, your heart shall soon be mine.",True
"At the urging of those of you who told me I can't keep eating @RUFFLES and @TomAndJerry for dinner, I have ordered @AllStarPizzaFL for dinner. Now I have cannoli too!",True
"@GovPritzker You are friends w educators. Have you asked why schools teach that USA is a horrible place? 

Do you want to right wrongs &amp; improve outcomes in actuality? #Illlinois If not you, who?

I've tried to speak to you for yrs. I've seen how schools are up close. Ru there?",False
I wish maps tell you who’s gas is cheaper,False
"Keep make friends those who happy with your success who support you in worse 
Stay away with those  who make fun at you who jealous &amp; insult you as a joke  
.
.
#Friends",True
"@Nathan__Dee its people like you who are snakes, defending the oppressors and turning against those fighting for you. What is special about Afrikaans? The most spoken native language is Zulu followed by Xhosa so what is special about Afrikaans not San?",True
i really wish IG told you who be sending your posts to people 😂,True
"For me. 
I'm sorry to any of you who are disappointed but performing in the state I'm in is no longer possible. If you like my gaming content and etc. Please join me  at @HunnieB_vtuber! I play horror games, retro, pokemon, I draw, etc! Thank you to all who support me!",True
"@ThomsenTN @djuggler @timburchett @GovBillLee I love Nashville, and Tennessee. That's why I find political operatives like you, who think that big business growth and people moving here is more important than the suffering endured by more than one in ten of our citizens so gross. If we're well governed, why is it a problem?",True
@thehill True colors on display.  Belive her when she shows you who she is.,True
"@RonFilipkowski When someone tells you who they are, believe them!",True
@alisa2s @TheTxPundit @ZJustzed Oh but honey it'll be you who stays home. What happens when you can't go into a grocery store sans a negative test or vaccine card?,True
"@John_msee @ztlorance @TheRobotBuddha @KLWalpole14 @Schreiberland No, the proof is on you to explain your fanciful conclusions. Not on me saying your talking nonsense but on you who believe such unprovable silly dreamy bullshit.",True
"""If not you, who? If not now, when?""
I don't know. Someone else. Later. Hey, you asked!",False
ayoooo the new update tells you who visited your profile 🤭,True
"Be aroud people who believes in your dreams, who encourages you, who lift you higher It makes you want to push yourself more. It feels good to have that “cheerleader” someone who has our back.",True
@RobSandIA Religious exemption should never come into play. this is America. Those of you who do not believe in real freedom put on your turn coat and get on a plane for Australia.,True
"When someone shows you who they are, believe them. 🤷🏻‍♀️",True
"✨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year Lan9i3 😘💕
And you, who will you kiss at midnight?

➡️ https://t.co/lofooTXZD8 https://t.co/b6grsKPWgJ",True
@1MohamedOmar @MofaSomalia Do they  told  to you who  kil you father bos,False
"✨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year iOSAMUB0T 😘💕
And you, who will you kiss at midnight?

➡️ https://t.co/SJFr37VuyA https://t.co/aWlcyfchLv",True
"✨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year tehreenao 😘💕
And you, who will you kiss at midnight?

➡️ https://t.co/qQTrG2iC8x https://t.co/ELninsyUKv",True
"I want to try that effect that tells you who you look like, only fr it to tell me I look like sloth from the goonies, you guys know what that effect is?",True
"The best leaders aren’t the ones constantly reminding you who they are. They aren’t the ones always looking for photo ops, talking the loudest/most, seeking out opps to be seen instead of leading. Being a leader isn’t about everyone (esp outside of your org) knowing who you are.",True
"Chasing perfection isn't the goal, your growth journey is about pursuing the woman that lives inside you who is waiting to be discovered. You're going after her.  
She's worth it.✨

#confidenceforwomen #confidentwomen #confidencecoaching #confidentwomenglow
#confidencemindset",True
"@luvyouneighbor @johnpavlovitz Cuz folks like you always stop  reading Romans too soon:
2 You, therefore, have no excuse, you who pass judgment on someone else, for at whatever point you judge another, you are condemning yourself, because you who pass judgment do the same things.",True
@JaksMimi2 Emma ! Love and prayers for you. Sister ! 🙏🙏❤️❤️You are brave and strong ! You have the Lord with you who keep you strong in Him !,True
Respect to those of you who know the texts via /r/atheism https://t.co/029C5wNis5 #atheist #humanist,True
"@jeaniew333 @Kokomothegreat No I was saying that about you who were willing to jump off a cliff because someone told you to cherish the life that you have, as opposed to looking forward to something that doesn't exist. The survival of the fittest comment was to you, specifically. Lemming.",True
@ItsBradShepard One of the real issues with dealing with actual racism in this country are idiots like you who use the racism card as some kind of weapon. You don't like AEW so this is your latest sword,True
"@HilareeBanks I’ll take this one step further. When I saw it was you who posted this, I REALLY thought this was gonna be different lmao",True
"“But for you who fear My Name, the Sun of Righteousness will rise with healing in His wings. And you will go free, leaping with joy like calves let out to pasture. ~ Malachi 4:2 NLT https://t.co/OVvgnQyzda",True
@Lotu5__ But like what’s wrong with ppl seeing you who gives a fuck what they think!!! wat is it that y’all do not want to be seen??,True
"@3DIian lol
I can’t remember ever having it as a kid (maybe I did 🤷🏻‍♀️). I just had some now and 😬.

Hey, more for you and all you who love it 😅. I’m good with that!",True
@myalyn8 Theyre transition TO love their self and be happy with themselves. no one enjoys to see them suffer other then people like you who are for some reason filled with hate. It’s worse being trapped as someone they don’t wanna be I don’t see why it bothers you sm,True
@MeghanMcCain @DailyMail When a person. Shows you who they are.....believe them....,True
"once it's gone, it's gone and you'll never get that back. Just think of all the people who are around you, who love you, who look after you.

How would they feel if they knew you were gone?.",True
@myerswastaken Niblings you better calm yourself before I show you who’s boss,False
"@QuidRises @AdorablePodcast @Valerygirl67 @16po @emsops @medwoman1 @ahrehead @JGainsbourgh @Vickie627 @atriana @smashli1228 @MelJonesladadee @ladyfey12 @CoxeAnne @notabrokenthing @nevergetfooled @RAGINxCAJUN @alkivari @SapienWoman @Badams820 @Jesus_is_G_d @Sheryl47633097 @TylerWillett10 @PhilBrown62 @Aimhighffw @VinceGottalotta @1Quetzalcoatl1 @KatSimkhovitch @robyn87651971 @AdamPiersen @JenCages @Wanderinglord @Traveler3906 @Heather4amazon @JaneKn0wsBest @pattysmattyvt @el_4ru3yj @vixmcintyre @remoteAndie @chronic_chels @nbrink77 @DrRosenpenis500 @PennyAxa @_Dream_Out_Loud @MarieJo45528473 @TheAbortionGirl @Brian_Alford @rod49_j @The_Real_BiM @SimpleArgonian Again with the BS an embryo is not a human being, it's an embryo and can be removed if the pregnant persondoesn't want to gestate. And since abortion is legal in more and more places it is you who is losing this fight.",True
"✨ Stolen Kiss

vyisu would kiss you around the corner... 😏
And you, who would do it?

➡️ https://t.co/v8l36FDJw3 https://t.co/oEk1vT40Jd",True
"When someone shows you who they are, listen. https://t.co/Ldrz04gUrV",True
"When these sad memories transcend time and space, and become permanently engraved, you, who have accepted them all without hesitation, are my angel of light",True
@BenopaOnyx1 @UncleWizbid Me den you who no dey like dey take pics? 😂,True
"ㅤ

   ▬▬▬▬▬ ❛ ᴜᴘɢʀᴀᴅᴇᴅ ᴏʀɪɢɪɴᴀʟ ᴠᴀᴍᴘɪʀᴇ⠅
         ㅤ     / “Whiskey tells you who’s real and who isn’t.” /

ㅤㅤㅤ━━━━━   ₁Vampires consumed by their own bloodlust, possess little to no control, usually mass murderers
         
        :･ﾟRT ↻ ♥ https://t.co/0DBnUaToGK",False
"For all of you who voted PC for the great job they were doing during the pandemic, I hope you are real happy with your choice now. The decisions made are not based on science. They are based on convenience and politics.",True
Lemme remind you who put you on. 👌🏽 https://t.co/yKb8PWlvhX,True
"@DineshDSouza Yet you, who are even more corrupt, walk free.

That’s sad.",True
That's you who can't keep a ole lady cause you keep fucking them friends huh,False
"If any of you who liked this tweet feel inclined or similarly, consider retweeting. I only have about 300 followers, and I feel the sentiment is likely strong in the community. But it can be hard to get the message out there. Thanks for supporting/following me as always.",True
"@asfan91 With ""fans"" like you, who needs rivals?",True
@IpseDixitCicero I love it because there are people like you who are willing to admit they didn't have all the information. It keeps me coming back. 💚🕊️,True
@6habio I'm simply repeating the essence of what the majority of the Uygur and rest of the Chinese population have to say about the situation. You are saying something different from that. It's you who is speaking over them.,True
@ONeillR12 @tdgarden @NHLBruinsSTH @NHLBruins @celtics By joke You referring to yourself RO ? By real fans you mean big and tough unlike you who is afraid of a 💉.,True
"@AlfDaMvp Appreciate you, who to get on it is a different issue lol 🤔",True
"The seats… in my life… how should I put this? I don’t want my heart to be affected by people who don’t have a place there. Does that sound cold? Well, I guess there are also guys like you who bring their own chair and take a seat.",True
"@HollyRorie @RealCandaceO You should stay out of this, Holly. It's people like you who messed Donald Trump up. I wonder if Donald consulted @Mike_pence. Sure, probably...Bad news.",True
"@DanielAndrewsMP there are other ways Dan.  Plandemic i more or less say, and its you who have made them angry, not a bloody virus that has now killed less people in this country since the vaccine roll-out, and there are more deaths from your safe and effective jab, there are other ways.",True
@gabepernu Also one more thing you are a BAD BITCH and screw anybody who didn’t try to make you feel like that! You deserve the world and I would take this experience to show you who you’re real friends are and who will be there no matter what! I love you. ❤️,True
"@Gillstolemyride @JoshiBallVids @AtmosphereC22 @RathFGC @MrMidLife1 @geos9104 But I can see discords being really good if you can find a group of people like you who want to play sets often as you can have a consistent idea of how you're improving

It's like how arcades were but with more people / info. Probably too much at times though",True
"@Dr_Hb7 @palliddh @drogon_dracarys @MattBinder Israel doesn't bomb civilians. It bombs Hamas and Jihadi targets and gives warning to avoid civilians. It's people like you who expect Israel not to attack Hamas and therefore endanger its own civilians, or have 100% success avoiding civilians. That's a unique standard .",True
"@Libran_Phoenix @dylbptel @a_dub_alva @ChrisLenardJr @Sedona_333 @vicky_dollysmom My dear, it is you who are embarrassing yourself☹️",True
You’ll be just fine. There are many more just like you who will keep you company while you succumb to your fears &amp; paranoia rather than exercising critical thinking &amp; reasoned analytical process.  Justin has 32% of population who think just like you do.   Misery loves company. 😉 https://t.co/gTkhnlUwXN,True
"✨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year catseungmo 😘💕
And you, who will you kiss at midnight?

➡️ https://t.co/wM55mZdmE4 https://t.co/xXst6qnXbr",True
"The scent of fresh rain, and the scent of you, who is alive.",True
"I would like to hear your philosophy on loneliness. I won’t let you say you have none. You, who have stayed on this hill while watching the times flow by....
 
You must have some sort of fetishism around loneliness.",True
"Show me you don’t care, ima show you who don’t care the MOST.",False
"@thebrittanyxoxo My dearest Brittany,
You are a beautiful person. With flaws (not many in my eyes but nobody's perfect) and issues but this makes you who you are. Your beautiful family makes you who you are. Thank you for sharing your life, that stunning body and your #milesofsmiles here with us",True
"""It's you who should be disappointed in me, mr C.""",True
"Hey ⁦@JimPatterson559⁩ you know what I am afraid of?  Politicians like you who are paid by LE to peddle false fear while our state is reeling from COVID-19, drought and lack of affordable housing.  As it stands, you will never have my vote. https://t.co/BySdRmBry5",True
@TimmyFallopian @luvadergolder @lose_mrs @CMoltzahn @DrAndrewSK @jkenney These triage protocols also apply to you Tim. Funny how you try to equate triage protocols as being the same as vaccine mandates. Once again you fail horribly. Try harder Tim it’s only you who looks like the fool that you are!😂😂,True
"you, whos stronger than anyone... you, who were once closer to me than anyone... you, who i once admired... you, the strongest of all, who im going to beat here.",True
"@defjam ""I just told you who i think i am, a god"" 😂🔥",True
I love you for you who are. As I know you love me. What a lovely pair we make. May love always triumph over ignorance.,False
"also, another thing, for those of you who i see commenting ""this reminded me how touch starved i am"" 
hahaha, 
you fools, you buffoons.... 
who do you think was self projecting THE WHOLE TIME!!!! &gt;:D",True
"Ngl, this one hurt me to my core. If it wasn't for you who knows where my life would've went.
R.I.P. 🕊💝",True
@IKeepItTaco @Fusaah @Fusaah I feel bad for laughing when I saw it was you who retweeted this,True
To all of you who gave towards our SUMMER FLASH MATCH - Thank you! You put some sunshine back into our last days of summer by helping restock after many long days of mission. https://t.co/bOIoCaOwQa,True
It is I who feels privileged and humbled to be allowed to address amazing people like you who want to make a difference out there. https://t.co/y8iq3nx92B,True
"Love that every time I see ppl called themselves a seulmate or having Seulgi’s name in their @ but did the opposite of what her fans should do. Pls keep exposing yourself, it helps us to report some of you who might be in a mission to set her up &lt;3 https://t.co/JRlp7fEv0y https://t.co/262Srx3KXS",True
@joonscup But that’s the definition of presumably black people like you who are soo removed from their black ness that they participate in micro aggression like in this case discrediting black culture for some type of benefit they don’t even up getting a coon,True
"@ShelettaIsFunny @ShelettaIsFunny, we know you who cooking at the headquarters , so please excuse yourself from the invite 

(respectfully) 

Little divorce leaving  Tito’s for @grayduckspirits   I see you, maybe they should come down here to Texassssssss🤣🤣🤣 https://t.co/O0qJ0Llj3E",True
"For those of you who discovered #Survivor during quarantine and are watching live for the first time tonight, just a heads up that I post a recap right after the episode ends. It is always very, very short and can be read in no time at all.",False
"@StarshipAlves @dshrig @DarrylMackiePPC @roccogalatilaw If you can’t watch a simple video or listen to an expert, then it is you who are either confused or lying.  Period.",True
"Time will show you, who deserves your heart.",True
"@seraph76 @flightofsand Oh, you need to cry! So horrifying!

Actually, I find your attitude offensive, intolerant, hateful and utterly false. It is pseudointellectual nonsense makers like you who create antagonism and conflicts. Not me,my Asian girlfriend or this book.",True
"In case you don’t see where the world is heading, let me tell you… find a niche, join a community of people as passionate as you who also want to learn hands on instead of going to uni and build the future with those anons! Bypass the boomers. #Bitcoin #btc #eth #Avalanche",True
"✨ Stolen Kiss

lixpetistt would kiss you around the corner... 😏
And you, who would do it?

➡️ https://t.co/vWFMGOgo6r https://t.co/8V1I6WqQdm",True
"@RSBNetwork You Sir, are part of the problem. You and those who like you who refuse to listen. You might feel that I’m a leftist; but, nothing could be further from the truth. It sad  to see the Republican Party go down the fascist rabbit hole. The party mirrors what it claims to resist.",True
"@watchmensCLC77 @DawgdocBrad @hawaiinguy808 @AEGRO_84 @DestinLegarie Firstly no one on this thread has said GP is a money looser, and 2nd it was you who brought up numbers and growth, and then when asked about the numbers and growth all you have is speculation.",True
"I am praying to God this isn't even real - but just in case it is I have to RT...I am so sorry for upsetting any of you who see it...but pls sign/ RT!!  Someone PLEASE save these poor souls.  #doglovers #dogsoftwitter   #swaziland #animalcruelty #animals
https://t.co/kYBJTlKW2i",True
"When someone shows you who they are, believe them, and remember it. https://t.co/8xdCEsk4eC",True
@Unknown82164078 @anthonyvitt @FacelessTechie @washingtonpost So the smallpox is a respiratory virus? Surely it is you who ought to be ignored.,True
@awong37 Grateful for each and every one of you who provide health care to all of us! We see you. We appreciate you. ❤️,True
@SubstanceD3 It was you who enlightened me about coffee right?,True
I find it difficult to understand how Democrats seem surprised at MM . When someone shows you who they are believe them https://t.co/Fp9yONgXYf,True
@dalee1203 What's wrong with Maine ? When someone shows you who they are believe them !  (Maya Angelou),True
"@DungeonMasterSc It's actually quite good, but an annotated version that tells you who all those obscure historical figures are is essential.",True
"To be a Duterte supporter 👊🏻 and Marcos loyalist ❤️ is okay.

To be an Aquino🎗️, Mama Leni 🍲, Manny 🥊, Isko 👆🏻 and Ping 👮🏻‍♂️ supporter is fine too.

You know what's not okay? To be a pa-woke where you need to cancel the people around you who do not support your political stance.",True
"@lindyli @MayoIsSpicyy She's a Republican. 

When someone shows you who they are, believe them the first time.

-Maya Angelou",True
"You’re a pretty bad person for saying this. You see, by calling her a “MAGA Brownshirt” you’re not merely slandering her, who can’t defend herself, but everyone who supported Trump in 2020. It is precisely people like you who are sowing hatred and division in America. https://t.co/6GEbJNHvA3",True
"(Jsyk: You /do/ have to understand it if you're trying to represent it in media. Or you have to have somebody with you, every step of the way, helping you, who does.

But to accept us and accommodate who we are, aside from that? You don't have to understand. Just do it anyway.)",True
"Fufu... Amazing as always, Kasumi. That's exactly the kind of thing that makes you who you are!",True
"@MarkKnochel @Chefvano @chron We're not dumb, buddy. We get it. It's you who doesn't get the Texas law contains those blue-leaning cities. Or you're just not listening. Or it's not as big of deal to you 🤷🏻‍♀️",False
@DanJone29920452 You have to push diversity because of people like you who say immigrants should be white only. And I didn't see Biden cheering being a minority. He was stating facts.,True
"I hope all of you who are obsessed with jack harlow solely dig him for his personality, because truthfully, he’s just an average-looking white guy",True
@seamusing Context my friend. Those events happened so in the context of the game they meant something. If I asked you who missed for Wolves you could tell me 🤷🏻‍♂️,True
@Sharmarkei It’s me and you who should volunteers to rebuild our country. Inshallah very soon everything will turn into good.,True
"I used to think this place was all about pandering to your baser instincts. Now I understand. It doesn't cater to your lowest self, it reveals your deepest self. It shows you who you really are.",True
@Fogarichi I understand. My son just became a driver too; in just his 1st week he saw the same things! ...But thank you for all you have done! There are lots of real Americans that appreciate those like you who have done so much during these times of craziness! God bless you &amp; family!,True
"@RobertShippey This article in the @guardian last month actually covered the rise of young people taking up smoking during lockdown. Unfortunate news for those of us, like you, who thought this cancerous drug was on the way out
https://t.co/PYEEOKyPs6",True
"@Nic60491315 @sunriseon7 If you choose to believe everything that the Gov &amp; MSM tells or shows you without Q, and you choose to forgo your Freedoms &amp; Democracy without Q, then it is you who is NQR and already lost.
I pity you.",True
"@Facts_chek @ANI 😂😂😂 tumlogo ki itni jalti hai. Yes they are United States people, not people like you who are hired for 100 rup per day by Congress govt to stand and 🤮",True
"@grInxtdoor gotta remind you who you truly belong to, haven’t i?",True
"✨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year kookfluffly 😘💕
And you, who will you kiss at midnight?

➡️ https://t.co/QoDXDUkV7R https://t.co/eLFrs1zqbt",True
@foden4prez @JKCorden typical people like you who can't stand to be a second without pigeonholeing and bothering someone for their musical tastes,False
There’s nothing but you who can let them in.,True
"Night has end for another  day, morning  has come in a special way.  May your smile like the sunny rays. 
It is you who makes our morning wonderful and our life amazing. Good morning and have a nice day,  @Saint_sup! 😘💕

NiceDay Saint
#อรุณสวัสดิ์เซ้นต์ซุป 
#Saint_sup #MingEr https://t.co/4k6TJC8QiC",True
"My dog, Poopy, for those of you who don't know.",False
"@DecTime2SpeakUp @GeorgeFoulkes @LesleyRiddoch @NicolaSturgeon If this did indeed happen then i bet he was brilliant . If no one got  second chances , three etc.what would yous unionist's do ? The uda , uvf and on and on ! It's Yahoo's like you who do Scotland down not our English neighbors !",True
"⠀⠀
⠀⠀⠀⠀Family are not just people who coddle you, who grant you your every whim. They are people who fight for you, who you fight for.
⠀⠀",True
